22.001600	 -72.593800	 -25.840400	 -125.019000	 -23.605900	 147.709000	 39.648700	 
28.289000	 -82.429500	 -24.087100	 -122.395000	 -26.573200	 135.565000	 39.209700	 
37.738000	 -92.975900	 -18.466500	 -105.374000	 -22.217700	 107.849000	 32.120400	 
41.816700	 -93.713900	 -16.596000	 -110.997000	 -31.329700	 112.552000	 39.364100	 
49.279200	 -93.068100	 -9.700110	 -88.206100	 -26.868900	 89.686000	 34.057300	 
54.604900	 -85.175800	 -4.332670	 -63.791900	 -26.989400	 72.296500	 31.765500	 
59.000000	 -85.229100	 1.020230	 -63.348600	 -32.481100	 70.396500	 34.673400	 
64.166600	 -88.120400	 6.134920	 -70.917700	 -39.228500	 72.431500	 39.455000	 
72.533800	 -95.544600	 7.464040	 -96.310400	 -52.762800	 84.273300	 50.435400	 
71.824000	 -86.052400	 15.518500	 -68.619500	 -48.512900	 67.160800	 43.099200	 
71.905900	 -79.640900	 20.570600	 -55.227200	 -51.663600	 59.507000	 40.698500	 
75.910300	 -79.586000	 25.059000	 -58.078400	 -56.667300	 58.383400	 43.344300	 
89.838800	 -88.510400	 24.838500	 -89.174800	 -67.351800	 67.083600	 55.448900	 
92.395700	 -86.225000	 28.706800	 -86.761600	 -69.956700	 63.313000	 55.697400	 
99.603700	 -88.047400	 27.383400	 -97.876100	 -77.576700	 64.770800	 59.875500	 
90.139100	 -77.734100	 37.902900	 -68.843800	 -72.675200	 53.411200	 51.197700	 
97.042900	 -78.820400	 38.573000	 -78.812300	 -77.335300	 53.498900	 55.461500	 
106.779000	 -82.378900	 34.794600	 -95.257500	 -84.554400	 55.940200	 60.438600	 
103.468000	 -77.695400	 40.664600	 -84.566500	 -83.286400	 51.176700	 57.807800	 
107.309000	 -77.729600	 40.442900	 -89.046400	 -86.441600	 50.527300	 59.225100	 
101.661000	 -72.822300	 46.503200	 -75.901400	 -85.857300	 46.392300	 55.514800	 
95.946100	 -68.954400	 51.144700	 -64.172400	 -87.148800	 43.639700	 51.396900	 
73.345500	 -60.412500	 56.601700	 -27.121800	 -90.880500	 42.512300	 33.185700	 
112.613000	 -72.294400	 45.988800	 -88.100300	 -94.051500	 43.738900	 58.991600	 
92.194600	 -64.453100	 57.667800	 -54.634400	 -93.022400	 40.327600	 47.236700	 
97.148500	 -64.712000	 57.313600	 -61.439600	 -94.359000	 39.602100	 50.228600	 
100.413000	 -64.742000	 57.092700	 -65.685200	 -95.556800	 39.037800	 51.872300	 
108.389000	 -66.337800	 53.736400	 -77.149400	 -96.956000	 39.067900	 55.777900	 
118.088000	 -70.475600	 46.631600	 -92.267100	 -99.607300	 40.950200	 59.337700	 
111.026000	 -66.885400	 52.586200	 -80.781000	 -97.817600	 39.066300	 56.697600	 
118.864000	 -70.606800	 46.287400	 -93.200100	 -100.158000	 40.885200	 59.422200	 
109.169000	 -65.955700	 54.141500	 -77.679300	 -97.868000	 38.566500	 55.765400	 
101.833000	 -63.574600	 58.633300	 -66.462400	 -97.949800	 37.759000	 51.954700	 
98.678000	 -62.531800	 60.560400	 -61.564500	 -98.668700	 37.437200	 49.967500	 
110.555000	 -64.996300	 54.823200	 -78.519100	 -99.725700	 37.463900	 55.855600	 
99.325800	 -62.133700	 61.120800	 -62.072200	 -99.588500	 36.980500	 50.064400	 
113.162000	 -65.335400	 53.697700	 -81.881400	 -100.769000	 37.272200	 56.654700	 
122.460000	 -70.696000	 45.085000	 -96.899400	 -103.274000	 40.096700	 59.545000	 
118.183000	 -68.435800	 48.871600	 -90.342400	 -101.186000	 39.026800	 58.608300	 
102.417000	 -62.941200	 59.468700	 -66.651800	 -99.228600	 37.118600	 51.859500	 
121.172000	 -69.967500	 46.218300	 -94.896600	 -102.588000	 39.748300	 59.303200	 
123.812000	 -72.789500	 42.498200	 -100.230000	 -103.609000	 41.700500	 60.059400	 
122.770000	 -72.709400	 42.925000	 -99.179100	 -102.622000	 41.904600	 60.079200	 
124.434000	 -74.175400	 41.044900	 -101.483000	 -103.440000	 42.555700	 59.941000	 
128.158000	 -77.933700	 35.804600	 -108.498000	 -107.351000	 45.303400	 60.091800	 
129.717000	 -74.104000	 39.307100	 -106.190000	 -109.276000	 41.580000	 59.255700	 
134.782000	 -68.562000	 42.696500	 -105.836000	 -117.254000	 35.164500	 56.016200	 
129.036000	 -56.016800	 56.738100	 -91.896600	 -122.502000	 26.396700	 51.503500	 
122.108000	 -48.873500	 67.723500	 -81.488300	 -130.097000	 22.678900	 46.115100	 
97.817400	 -46.283000	 87.565100	 -54.643700	 -135.727000	 25.725400	 37.233000	 
124.048000	 -42.073700	 72.775400	 -81.107400	 -144.728000	 18.280900	 38.349200	 
