22.001600	 -72.593800	 -25.840400	 -125.019000	 -23.605900	 147.709000	 39.648700	 
19.701300	 -74.722800	 -24.976600	 -124.910000	 -17.447900	 145.016000	 34.478200	 
17.496600	 -70.836100	 -24.895200	 -125.870000	 -15.092700	 149.287000	 34.190100	 
17.618500	 -74.941800	 -24.798700	 -124.970000	 -12.062900	 144.002000	 30.747300	 
15.012500	 -69.919800	 -24.262300	 -125.988000	 -10.309600	 149.600000	 31.136400	 
16.191000	 -76.884100	 -24.494200	 -123.499000	 -7.451630	 139.972000	 26.853400	 
18.214700	 -83.232200	 -25.434500	 -117.252000	 -4.810530	 126.709000	 22.561500	 
19.701700	 -85.053700	 -26.248200	 -113.600000	 -4.896550	 121.416000	 21.722700	 
22.764600	 -86.446600	 -27.352100	 -101.843000	 -2.518930	 107.293000	 18.804300	 
24.729700	 -85.974800	 -28.308200	 -94.147800	 -1.279770	 99.135300	 17.437000	 
24.213100	 -81.458100	 -32.539500	 -82.264600	 4.998130	 88.989100	 13.274500	 
23.737400	 -77.869000	 -36.200000	 -75.171300	 9.403330	 83.233600	 10.706000	 
15.278700	 -77.223900	 -37.648700	 -86.690100	 14.160100	 91.624100	 7.108530	 
11.935900	 -74.857800	 -39.814600	 -87.072700	 18.293400	 91.143600	 4.435830	 
11.599100	 -71.389900	 -43.654500	 -81.158900	 22.457300	 85.488500	 2.289920	 
17.837200	 -66.570200	 -50.083400	 -64.988600	 25.883800	 73.424600	 2.519820	 
10.375400	 -64.380000	 -51.832800	 -72.363600	 31.064800	 76.406200	 -1.610560	 
8.913270	 -60.195400	 -56.773900	 -69.488200	 36.790800	 72.660300	 -3.983940	 
12.056400	 -55.961000	 -63.892500	 -61.083800	 42.282200	 66.281600	 -4.534280	 
11.516200	 -53.969800	 -66.734100	 -60.148600	 44.929300	 64.640000	 -5.605110	 
12.059500	 -51.205500	 -71.458600	 -57.566600	 49.469400	 61.603700	 -6.159590	 
15.046400	 -49.145400	 -76.896100	 -52.871600	 53.102700	 58.195800	 -5.638820	 
9.272460	 -44.565600	 -80.048800	 -57.706900	 58.810600	 57.259400	 -9.347200	 
2.951430	 -39.012000	 -83.176300	 -62.503400	 65.633300	 55.492900	 -13.265200	 
-6.878190	 -31.762000	 -83.767700	 -68.990300	 73.191100	 53.062900	 -17.696000	 
2.259450	 -30.548200	 -94.918100	 -62.358300	 77.418400	 48.897800	 -15.636500	 
-1.108600	 -24.332000	 -99.756000	 -65.338600	 84.583400	 45.259500	 -17.743400	 
4.549200	 -22.688800	 -108.461000	 -62.956100	 88.857200	 42.569500	 -16.828300	 
-1.311420	 -13.336400	 -113.035000	 -69.467400	 98.091800	 37.759600	 -19.296400	 
11.362400	 -18.269800	 -122.235000	 -62.684500	 97.034100	 38.258400	 -16.458600	 
21.543900	 -22.381900	 -130.587000	 -55.725400	 98.493800	 37.772100	 -12.996800	 
22.584600	 -16.462700	 -138.383000	 -61.065800	 104.086000	 34.908400	 -14.901800	 
31.186700	 -20.972600	 -145.912000	 -53.697300	 106.701000	 34.405200	 -11.237600	 
