22.001600	 -72.593800	 -25.840400	 -125.019000	 -23.605900	 147.709000	 39.648700	 
22.552100	 -81.923700	 -24.734900	 -120.878000	 -14.722800	 134.093000	 30.368700	 
20.828500	 -84.535000	 -25.262700	 -117.082000	 -8.232720	 126.385000	 24.441500	 
19.931100	 -85.882400	 -26.868600	 -109.668000	 -2.340880	 115.708000	 19.025800	 
18.919300	 -85.150700	 -28.920500	 -103.298000	 1.275130	 107.790000	 15.365600	 
17.233300	 -83.147600	 -31.190200	 -98.532600	 5.599670	 103.264000	 12.331700	 
23.006100	 -84.842100	 -29.386100	 -93.226600	 1.262020	 98.910200	 15.511900	 
28.680300	 -82.003500	 -30.258800	 -76.757600	 2.236790	 85.190200	 14.986000	 
31.501300	 -82.404000	 -28.136700	 -74.360100	 -0.568542	 83.619100	 16.783700	 
37.676900	 -78.411800	 -27.367300	 -59.028000	 -1.693460	 72.845500	 17.716700	 
