-0.00458389,-0.0546393,-0.0024125,-0.120514,-0.00177872,30.15,-0.0975194
6.65989,1.90963,-0.852505,-1.39297,3.77209,33.3462,-0.88566
13.3278,3.87496,-1.70306,-2.66613,7.54803,36.5442,-1.67424
19.9994,5.84147,-2.55413,-3.94005,11.3262,39.7441,-2.46331
26.6752,7.80926,-3.40575,-5.2148,15.1069,42.9461,-3.2529
33.3554,9.77847,-4.25799,-6.49048,18.8903,46.1505,-4.04309
40.0406,11.7492,-5.11091,-7.76717,22.6768,49.3575,-4.83392
46.7313,13.7218,-5.96459,-9.04501,26.4666,52.5674,-5.62548
53.4281,15.6963,-6.81913,-10.3241,30.2602,55.7806,-6.41786
60.1319,17.673,-7.67462,-11.6047,34.0582,58.9975,-7.21116
66.8435,19.6522,-8.53122,-12.8869,37.861,62.2186,-8.00552
73.5641,21.6343,-9.38907,-14.171,41.6694,65.4446,-8.8011
80.2949,23.6198,-10.2484,-15.4572,45.4843,68.6762,-9.59809
87.0378,25.6093,-11.1094,-16.7461,49.307,71.9146,-10.3968
93.7949,27.6035,-11.9726,-18.0381,53.1388,75.1609,-11.1974
100.569,29.6034,-12.8382,-19.3338,56.9818,78.417,-12.0006
107.364,31.6105,-13.7069,-20.6342,60.8386,81.6852,-12.8068
114.185,33.6266,-14.5796,-21.9405,64.7131,84.969,-13.617
121.039,35.6548,-15.4575,-23.2547,68.6111,88.2736,-14.4324
127.938,37.6995,-16.3427,-24.5797,72.5415,91.6072,-15.2552
134.9,39.7687,-17.2386,-25.9209,76.52,94.9842,-16.0893
141.957,41.8779,-18.1522,-27.2886,80.5775,98.4339,-16.9423
149.174,44.0644,-19.1,-28.7077,84.7891,102.029,-17.8338
156.719,46.467,-20.1437,-30.2709,89.4312,106.038,-18.7963
154.809,44.3156,-20.239,-31.1963,89.1677,106.038,-18.7963
151.356,39.423,-20.6931,-35.6407,82.5323,107.308,-23.4325
148.253,35.0736,-21.0845,-39.4714,76.9639,108.743,-28.7964
145.278,30.917,-21.456,-43.1065,71.7122,110.069,-33.7487
142.372,26.8593,-21.8177,-46.646,66.6096,111.349,-38.5286
139.507,22.8619,-22.1736,-50.1284,61.5943,112.605,-43.2134
136.67,18.9054,-22.5256,-53.5729,56.6364,113.844,-47.8377
133.855,14.9785,-22.8749,-56.9902,51.7192,115.072,-52.4198
131.054,11.0739,-23.222,-60.3871,46.8324,116.291,-56.9709
128.267,7.18687,-23.5675,-63.768,41.9693,117.504,-61.4983
125.489,3.31402,-23.9118,-67.1362,37.1251,118.713,-66.0068
122.719,-0.54717,-24.2549,-70.4939,32.2964,119.917,-70.5
119.956,-4.39858,-24.5972,-73.8427,27.4805,121.117,-74.9804
117.2,-8.24167,-24.9386,-77.1842,22.6757,122.315,-79.4502
114.448,-12.0776,-25.2795,-80.5192,17.8802,123.511,-83.9107
111.7,-15.9073,-25.6197,-83.8487,13.0928,124.704,-88.3634
108.957,-19.7315,-25.9595,-87.1733,8.31259,125.895,-92.8091
106.217,-23.5508,-26.2988,-90.4936,3.53867,127.085,-97.2488
103.48,-27.3659,-26.6377,-93.8101,-1.22964,128.274,-101.683
100.746,-31.177,-26.9763,-97.1231,-5.99292,129.461,-106.112
98.0144,-34.9846,-27.3146,-100.433,-10.7517,130.647,-110.537
95.285,-38.7891,-27.6526,-103.74,-15.5063,131.831,-114.959
92.5577,-42.5906,-27.9903,-107.045,-20.2573,133.015,-119.376
89.8323,-46.3895,-28.3277,-110.347,-25.0048,134.198,-123.79
87.1086,-50.1859,-28.665,-113.647,-29.7492,135.381,-128.202
84.3865,-53.9801,-29.002,-116.945,-34.4907,136.562,-132.61
81.6659,-57.7723,-29.3389,-120.241,-39.2295,137.743,-137.016
78.9466,-61.5625,-29.6756,-123.536,-43.9659,138.923,-141.42
76.2287,-65.3509,-30.0121,-126.828,-48.7,140.103,-145.821
73.5119,-69.1376,-30.3485,-130.12,-53.4319,141.282,-150.221
70.7963,-72.9228,-30.6847,-133.41,-58.1618,142.46,-154.618
68.0817,-76.7064,-31.0208,-136.699,-62.8899,143.638,-159.014
65.3681,-80.4888,-31.3568,-139.986,-67.6162,144.816,-163.408
62.6554,-84.2698,-31.6927,-143.273,-72.3409,145.993,-167.801
